"PRENOM","SEXE","ANNEE_NAISSANCE","OCCURRENCE"
"SARAH","FILLE","2004","34.0"
"LOUISE","FILLE","2004","32.0"
"CHLOÉ","FILLE","2004","30.0"
"LILOU","FILLE","2004","30.0"
"JULIETTE","FILLE","2004","27.0"
"MARIE","FILLE","2004","27.0"
"JADE","FILLE","2004","26.0"
"LUCIE","FILLE","2004","26.0"
"JULIE","FILLE","2004","23.0"
"OCÉANE","FILLE","2004","23.0"
"LISA","FILLE","2004","22.0"
"MATHILDE","FILLE","2004","22.0"
"LAURA","FILLE","2004","21.0"
"LOLA","FILLE","2004","21.0"
"ROMANE","FILLE","2004","21.0"
"ANAÏS","FILLE","2004","20.0"
"EVA","FILLE","2004","20.0"
"JEANNE","FILLE","2004","20.0"
"MARINE","FILLE","2004","20.0"
"PAULINE","FILLE","2004","19.0"
"ZOÉ","FILLE","2004","19.0"
"ALICE","FILLE","2004","18.0"
"LÉNA","FILLE","2004","18.0"
"CHARLOTTE","FILLE","2004","17.0"
"LOU","FILLE","2004","17.0"
"CLARA","FILLE","2004","16.0"
"ELISE","FILLE","2004","16.0"
"JUSTINE","FILLE","2004","16.0"
"NOÉMIE","FILLE","2004","16.0"
"LOUNA","FILLE","2004","15.0"
"MARION","FILLE","2004","15.0"
"ADÈLE","FILLE","2004","14.0"
"CARLA","FILLE","2004","14.0"
"LUNA","FILLE","2004","14.0"
"MAËLLE","FILLE","2004","14.0"
"MAËLYS","FILLE","2004","14.0"
"MAËVA","FILLE","2004","14.0"
"SALOMÉ","FILLE","2004","14.0"
"ALICIA","FILLE","2004","13.0"
"CLÉMENCE","FILLE","2004","13.0"
"AGATHE","FILLE","2004","12.0"
"CÉLIA","FILLE","2004","12.0"
"ILONA","FILLE","2004","12.0"
"MARGOT","FILLE","2004","12.0"
"MORGANE","FILLE","2004","12.0"
"CANDICE","FILLE","2004","11.0"
"ENORA","FILLE","2004","11.0"
"LÉONIE","FILLE","2004","10.0"
"LINA","FILLE","2004","10.0"
"AMANDINE","FILLE","2004","9.0"
"AMBRE","FILLE","2004","9.0"
"AXELLE","FILLE","2004","9.0"
"CLÉMENTINE","FILLE","2004","9.0"
"DAPHNÉ","FILLE","2004","9.0"
"ELISA","FILLE","2004","9.0"
"ELSA","FILLE","2004","9.0"
"EMILIE","FILLE","2004","9.0"
"JOSÉPHINE","FILLE","2004","9.0"
"MARGAUX","FILLE","2004","9.0"
"MÉLISSA","FILLE","2004","9.0"
"NINA","FILLE","2004","9.0"
"CLARISSE","FILLE","2004","8.0"
"CORALIE","FILLE","2004","8.0"
"MAÏWENN","FILLE","2004","8.0"
"NOA","FILLE","2004","8.0"
"ROSE","FILLE","2004","8.0"
"TIPHAINE","FILLE","2004","8.0"
"ANAËLLE","FILLE","2004","7.0"
"CASSANDRA","FILLE","2004","7.0"
"COLINE","FILLE","2004","7.0"
"CONSTANCE","FILLE","2004","7.0"
"EMELINE","FILLE","2004","7.0"
"FANNY","FILLE","2004","7.0"
"FLORA","FILLE","2004","7.0"
"HÉLOÏSE","FILLE","2004","7.0"
"LOU-ANN","FILLE","2004","7.0"
"LOUANNE","FILLE","2004","7.0"
"LUDIVINE","FILLE","2004","7.0"
"MÉLANIE","FILLE","2004","7.0"
"ORLANE","FILLE","2004","7.0"
"SOLENN","FILLE","2004","7.0"
"VICTORIA","FILLE","2004","7.0"
"YASMINE","FILLE","2004","7.0"
"ANNA","FILLE","2004","6.0"
"ANOUK","FILLE","2004","6.0"
"CAPUCINE","FILLE","2004","6.0"
"CASSANDRE","FILLE","2004","6.0"
"CLAIRE","FILLE","2004","6.0"
"FLAVIE","FILLE","2004","6.0"
"LOUANN","FILLE","2004","6.0"
"NINON","FILLE","2004","6.0"
"PERRINE","FILLE","2004","6.0"
"VALENTINE","FILLE","2004","6.0"
"VICTOIRE","FILLE","2004","6.0"
"MATHIS","GARCON","2004","56.0"
"ENZO","GARCON","2004","45.0"
"THOMAS","GARCON","2004","45.0"
"NATHAN","GARCON","2004","44.0"
"TOM","GARCON","2004","43.0"
"LOUIS","GARCON","2004","40.0"
"ANTOINE","GARCON","2004","38.0"
"HUGO","GARCON","2004","38.0"
"ALEXANDRE","GARCON","2004","36.0"
"ARTHUR","GARCON","2004","36.0"
"MATHÉO","GARCON","2004","34.0"
"QUENTIN","GARCON","2004","34.0"
"ALEXIS","GARCON","2004","31.0"
"LUCAS","GARCON","2004","31.0"
"THÉO","GARCON","2004","31.0"
"BAPTISTE","GARCON","2004","30.0"
"JULES","GARCON","2004","30.0"
"CLÉMENT","GARCON","2004","29.0"
"LÉO","GARCON","2004","29.0"
"PAUL","GARCON","2004","29.0"
"TITOUAN","GARCON","2004","29.0"
"PIERRE","GARCON","2004","28.0"
"AXEL","GARCON","2004","27.0"
"SIMON","GARCON","2004","27.0"
"MAËL","GARCON","2004","26.0"
"MAXIME","GARCON","2004","25.0"
"NOAH","GARCON","2004","24.0"
"BENJAMIN","GARCON","2004","23.0"
"VICTOR","GARCON","2004","22.0"
"MALO","GARCON","2004","21.0"
"MAXENCE","GARCON","2004","21.0"
"ROMAIN","GARCON","2004","21.0"
"MATHIEU","GARCON","2004","20.0"
"CORENTIN","GARCON","2004","19.0"
"JULIEN","GARCON","2004","18.0"
"MATTÉO","GARCON","2004","18.0"
"NICOLAS","GARCON","2004","18.0"
"DORIAN","GARCON","2004","17.0"
"ELOUAN","GARCON","2004","17.0"
"EVAN","GARCON","2004","17.0"
"YANIS","GARCON","2004","17.0"
"BASTIEN","GARCON","2004","16.0"
"FLORIAN","GARCON","2004","16.0"
"GABRIEL","GARCON","2004","16.0"
"RAPHAËL","GARCON","2004","16.0"
"TRISTAN","GARCON","2004","16.0"
"ANTONIN","GARCON","2004","15.0"
"DYLAN","GARCON","2004","15.0"
"EWEN","GARCON","2004","15.0"
"SACHA","GARCON","2004","15.0"
"VALENTIN","GARCON","2004","15.0"
"ERWAN","GARCON","2004","14.0"
"KYLIAN","GARCON","2004","14.0"
"MATHIAS","GARCON","2004","14.0"
"NOÉ","GARCON","2004","14.0"
"ADRIEN","GARCON","2004","13.0"
"GABIN","GARCON","2004","13.0"
"SAMUEL","GARCON","2004","13.0"
"LILIAN","GARCON","2004","12.0"
"MATHYS","GARCON","2004","11.0"
"BASILE","GARCON","2004","10.0"
"CHARLES","GARCON","2004","10.0"
"ESTEBAN","GARCON","2004","10.0"
"LENNY","GARCON","2004","10.0"
"LORENZO","GARCON","2004","10.0"
"MARIUS","GARCON","2004","10.0"
"NOA","GARCON","2004","10.0"
"OSCAR","GARCON","2004","10.0"
"WILLIAM","GARCON","2004","10.0"
"ADAM","GARCON","2004","9.0"
"BRYAN","GARCON","2004","9.0"
"ETHAN","GARCON","2004","9.0"
"FÉLIX","GARCON","2004","9.0"
"KILLIAN","GARCON","2004","9.0"
"DAVID","GARCON","2004","8.0"
"ELIOTT","GARCON","2004","8.0"
"FRANÇOIS","GARCON","2004","8.0"
"GASPARD","GARCON","2004","8.0"
"JORDAN","GARCON","2004","8.0"
"MARTIN","GARCON","2004","8.0"
"MATIS","GARCON","2004","8.0"
"MATTHIEU","GARCON","2004","8.0"
"NOLAN","GARCON","2004","8.0"
"THIBAULT","GARCON","2004","8.0"
"TIMOTHÉE","GARCON","2004","8.0"
"YANN","GARCON","2004","8.0"
"AURÉLIEN","GARCON","2004","7.0"
"EWAN","GARCON","2004","7.0"
"KENZO","GARCON","2004","7.0"
"KILIAN","GARCON","2004","7.0"
"MELVIN","GARCON","2004","7.0"
"ROBIN","GARCON","2004","7.0"
"ARNAUD","GARCON","2004","6.0"
"CÔME","GARCON","2004","6.0"
"CYPRIEN","GARCON","2004","6.0"
"DIEGO","GARCON","2004","6.0"
"GUILLAUME","GARCON","2004","6.0"
"HIPPOLYTE","GARCON","2004","6.0"
"KÉVIN","GARCON","2004","6.0"
"KYLLIAN","GARCON","2004","6.0"
"MATTEO","GARCON","2004","6.0"
"NINO","GARCON","2004","6.0"
"RYAN","GARCON","2004","6.0"
"TEDDY","GARCON","2004","6.0"
"MANON","FILLE","2003","50.0"
"EMMA","FILLE","2003","46.0"
"CAMILLE","FILLE","2003","37.0"
"CHLOÉ","FILLE","2003","33.0"
"LÉA","FILLE","2003","32.0"
"ANAÏS","FILLE","2003","30.0"
"MARIE","FILLE","2003","30.0"
"CLARA","FILLE","2003","29.0"
"INÈS","FILLE","2003","28.0"
"JULIETTE","FILLE","2003","28.0"
"LOUISE","FILLE","2003","28.0"
"SARAH","FILLE","2003","25.0"
"LOLA","FILLE","2003","22.0"
"PAULINE","FILLE","2003","22.0"
"EVA","FILLE","2003","21.0"
"MARINE","FILLE","2003","21.0"
"ROMANE","FILLE","2003","21.0"
"LISA","FILLE","2003","20.0"
"OCÉANE","FILLE","2003","20.0"
"JADE","FILLE","2003","18.0"
"NINA","FILLE","2003","18.0"
"ALICE","FILLE","2003","17.0"
"JEANNE","FILLE","2003","17.0"
"MARGAUX","FILLE","2003","17.0"
"MATHILDE","FILLE","2003","17.0"
"LUCIE","FILLE","2003","16.0"
"AMANDINE","FILLE","2003","15.0"
"JULIE","FILLE","2003","15.0"
"ZOÉ","FILLE","2003","15.0"
"LOU","FILLE","2003","14.0"
"MAËLYS","FILLE","2003","14.0"
"NOÉMIE","FILLE","2003","14.0"
"CHARLOTTE","FILLE","2003","13.0"
"CLÉMENCE","FILLE","2003","13.0"
"MAËVA","FILLE","2003","13.0"
"ILONA","FILLE","2003","12.0"
"JUSTINE","FILLE","2003","12.0"
"MAËLLE","FILLE","2003","12.0"
"AMBRE","FILLE","2003","11.0"
"AMÉLIE","FILLE","2003","11.0"
"EMILIE","FILLE","2003","11.0"
"ENORA","FILLE","2003","11.0"
"LAURA","FILLE","2003","11.0"
"MARION","FILLE","2003","11.0"
"AGATHE","FILLE","2003","10.0"
"ALICIA","FILLE","2003","10.0"
"ELISA","FILLE","2003","10.0"
"FANNY","FILLE","2003","10.0"
"LÉNA","FILLE","2003","10.0"
"AXELLE","FILLE","2003","9.0"
"CARLA","FILLE","2003","9.0"
"LAURINE","FILLE","2003","9.0"
"MARGOT","FILLE","2003","9.0"
"ANNA","FILLE","2003","8.0"
"CAPUCINE","FILLE","2003","8.0"
"CLARISSE","FILLE","2003","8.0"
"ELOÏSE","FILLE","2003","8.0"
"LILOU","FILLE","2003","8.0"
"LOUANE","FILLE","2003","8.0"
"MÉLISSA","FILLE","2003","8.0"
"BÉRÉNICE","FILLE","2003","7.0"
"CLÉMENTINE","FILLE","2003","7.0"
"FAUSTINE","FILLE","2003","7.0"
"FIONA","FILLE","2003","7.0"
"FLAVIE","FILLE","2003","7.0"
"GARANCE","FILLE","2003","7.0"
"LOUNA","FILLE","2003","7.0"
"LUDIVINE","FILLE","2003","7.0"
"NOLWENN","FILLE","2003","7.0"
"SARA","FILLE","2003","7.0"
"SOLÈNE","FILLE","2003","7.0"
"VALENTINE","FILLE","2003","7.0"
"ALEXIA","FILLE","2003","6.0"
"ALIX","FILLE","2003","6.0"
"AMINA","FILLE","2003","6.0"
"ANAËLLE","FILLE","2003","6.0"
"ANGÈLE","FILLE","2003","6.0"
"AUDREY","FILLE","2003","6.0"
"CORALIE","FILLE","2003","6.0"
"ELISE","FILLE","2003","6.0"
"ELODIE","FILLE","2003","6.0"
"LÉONIE","FILLE","2003","6.0"
"LILA","FILLE","2003","6.0"
"LUNA","FILLE","2003","6.0"
"MARINA","FILLE","2003","6.0"
"ORLANE","FILLE","2003","6.0"
"SALOMÉ","FILLE","2003","6.0"
"SAMANTHA","FILLE","2003","6.0"
"THOMAS","GARCON","2003","48.0"
"NATHAN","GARCON","2003","40.0"
"ENZO","GARCON","2003","39.0"
"THÉO","GARCON","2003","39.0"
"MATHIS","GARCON","2003","38.0"
"CLÉMENT","GARCON","2003","37.0"
"LUCAS","GARCON","2003","37.0"
"HUGO","GARCON","2003","35.0"
"QUENTIN","GARCON","2003","34.0"
"ANTOINE","GARCON","2003","33.0"
"BAPTISTE","GARCON","2003","30.0"
"ARTHUR","GARCON","2003","29.0"
"PIERRE","GARCON","2003","27.0"
"LÉO","GARCON","2003","26.0"
"TITOUAN","GARCON","2003","26.0"
"ANTONIN","GARCON","2003","25.0"
"LOUIS","GARCON","2003","25.0"
"MAXIME","GARCON","2003","25.0"
"CORENTIN","GARCON","2003","24.0"
"JULES","GARCON","2003","24.0"
"ROMAIN","GARCON","2003","24.0"
"TOM","GARCON","2003","24.0"
"ALEXANDRE","GARCON","2003","23.0"
"ALEXIS","GARCON","2003","23.0"
"AXEL","GARCON","2003","23.0"
"MARTIN","GARCON","2003","22.0"
"SIMON","GARCON","2003","22.0"
"TRISTAN","GARCON","2003","21.0"
"NICOLAS","GARCON","2003","20.0"
"PAUL","GARCON","2003","19.0"
"VALENTIN","GARCON","2003","19.0"
"VICTOR","GARCON","2003","19.0"
"JULIEN","GARCON","2003","18.0"
"MAXENCE","GARCON","2003","16.0"
"NOAH","GARCON","2003","16.0"
"RAPHAËL","GARCON","2003","16.0"
"DYLAN","GARCON","2003","15.0"
"MATTÉO","GARCON","2003","15.0"
"BENJAMIN","GARCON","2003","14.0"
"DORIAN","GARCON","2003","14.0"
"KYLIAN","GARCON","2003","14.0"
"KILLIAN","GARCON","2003","13.0"
"KYLLIAN","GARCON","2003","13.0"
"NOA","GARCON","2003","13.0"
"ETHAN","GARCON","2003","12.0"
"MATÉO","GARCON","2003","12.0"
"BASTIEN","GARCON","2003","11.0"
"EVAN","GARCON","2003","11.0"
"JEAN","GARCON","2003","11.0"
"KÉVIN","GARCON","2003","11.0"
"LOGAN","GARCON","2003","11.0"
"MATHÉO","GARCON","2003","11.0"
"MATHIEU","GARCON","2003","11.0"
"FLORIAN","GARCON","2003","10.0"
"JÉRÉMY","GARCON","2003","10.0"
"MATTHIEU","GARCON","2003","10.0"
"SAMUEL","GARCON","2003","10.0"
"GABIN","GARCON","2003","9.0"
"GABRIEL","GARCON","2003","9.0"
"LORENZO","GARCON","2003","9.0"
"MAËL","GARCON","2003","9.0"
"NOÉ","GARCON","2003","9.0"
"VINCENT","GARCON","2003","9.0"
"YANIS","GARCON","2003","9.0"
"DAVID","GARCON","2003","8.0"
"ERWAN","GARCON","2003","8.0"
"EWEN","GARCON","2003","8.0"
"GIOVANNI","GARCON","2003","8.0"
"MATHYS","GARCON","2003","8.0"
"NOLAN","GARCON","2003","8.0"
"TANGUY","GARCON","2003","8.0"
"YANN","GARCON","2003","8.0"
"ANGELO","GARCON","2003","7.0"
"ARMAND","GARCON","2003","7.0"
"ELOUAN","GARCON","2003","7.0"
"ESTEBAN","GARCON","2003","7.0"
"GAËTAN","GARCON","2003","7.0"
"KILIAN","GARCON","2003","7.0"
"LILIAN","GARCON","2003","7.0"
"MALO","GARCON","2003","7.0"
"MARC","GARCON","2003","7.0"
"MOHAMED","GARCON","2003","7.0"
"RYAN","GARCON","2003","7.0"
"ADRIEN","GARCON","2003","6.0"
"ALAN","GARCON","2003","6.0"
"ARNAUD","GARCON","2003","6.0"
"BRYAN","GARCON","2003","6.0"
"CHRISTOPHER","GARCON","2003","6.0"
"ELIOT","GARCON","2003","6.0"
"GUILLAUME","GARCON","2003","6.0"
"JASON","GARCON","2003","6.0"
"JONATHAN","GARCON","2003","6.0"
"LENNY","GARCON","2003","6.0"
"MORGAN","GARCON","2003","6.0"
"SACHA","GARCON","2003","6.0"
"MANON","FILLE","2002","67.0"
"LÉA","FILLE","2002","59.0"
"EMMA","FILLE","2002","58.0"
"CAMILLE","FILLE","2002","48.0"
"CHLOÉ","FILLE","2002","40.0"
"SARAH","FILLE","2002","37.0"
"LISA","FILLE","2002","33.0"
"MATHILDE","FILLE","2002","33.0"
"ANAÏS","FILLE","2002","32.0"
"CLARA","FILLE","2002","32.0"
"MARIE","FILLE","2002","31.0"
"PAULINE","FILLE","2002","31.0"
"EVA","FILLE","2002","30.0"
"LOUISE","FILLE","2002","30.0"
"MARINE","FILLE","2002","28.0"
"JULIE","FILLE","2002","27.0"
"JULIETTE","FILLE","2002","27.0"
"LAURA","FILLE","2002","27.0"
"OCÉANE","FILLE","2002","26.0"
"LUCIE","FILLE","2002","24.0"
"JADE","FILLE","2002","23.0"
"LOLA","FILLE","2002","23.0"
"ALICE","FILLE","2002","22.0"
"CHARLOTTE","FILLE","2002","21.0"
"CLÉMENCE","FILLE","2002","21.0"
"JEANNE","FILLE","2002","21.0"
"JUSTINE","FILLE","2002","21.0"
"FLAVIE","FILLE","2002","19.0"
"INÈS","FILLE","2002","19.0"
"MARGAUX","FILLE","2002","19.0"
"LÉNA","FILLE","2002","18.0"
"MAËLLE","FILLE","2002","18.0"
"MÉLISSA","FILLE","2002","18.0"
"ELISA","FILLE","2002","17.0"
"MARGOT","FILLE","2002","17.0"
"ROMANE","FILLE","2002","17.0"
"AMANDINE","FILLE","2002","16.0"
"AMÉLIE","FILLE","2002","16.0"
"CLÉMENTINE","FILLE","2002","15.0"
"ELISE","FILLE","2002","15.0"
"MAËVA","FILLE","2002","15.0"
"ALICIA","FILLE","2002","14.0"
"EMILIE","FILLE","2002","14.0"
"LOU","FILLE","2002","14.0"
"NOLWENN","FILLE","2002","14.0"
"ZOÉ","FILLE","2002","14.0"
"ENORA","FILLE","2002","13.0"
"NOÉMIE","FILLE","2002","13.0"
"MARION","FILLE","2002","12.0"
"SALOMÉ","FILLE","2002","12.0"
"VALENTINE","FILLE","2002","12.0"
"AGATHE","FILLE","2002","11.0"
"CARLA","FILLE","2002","11.0"
"LÉONIE","FILLE","2002","11.0"
"LILOU","FILLE","2002","11.0"
"ANNA","FILLE","2002","10.0"
"CLARISSE","FILLE","2002","10.0"
"COLINE","FILLE","2002","10.0"
"CONSTANCE","FILLE","2002","10.0"
"CORALIE","FILLE","2002","10.0"
"ELODIE","FILLE","2002","10.0"
"LINA","FILLE","2002","10.0"
"LUNA","FILLE","2002","9.0"
"MORGANE","FILLE","2002","9.0"
"NINA","FILLE","2002","9.0"
"SARA","FILLE","2002","9.0"
"ALIX","FILLE","2002","8.0"
"ALYSSA","FILLE","2002","8.0"
"AMBRE","FILLE","2002","8.0"
"ANDRÉA","FILLE","2002","8.0"
"AXELLE","FILLE","2002","8.0"
"EMELINE","FILLE","2002","8.0"
"LISE","FILLE","2002","8.0"
"ALEXANDRA","FILLE","2002","7.0"
"ANAËLLE","FILLE","2002","7.0"
"APOLLINE","FILLE","2002","7.0"
"CAPUCINE","FILLE","2002","7.0"
"FLORA","FILLE","2002","7.0"
"HORTENSE","FILLE","2002","7.0"
"LAURYNE","FILLE","2002","7.0"
"LOU-ANN","FILLE","2002","7.0"
"MAËLYS","FILLE","2002","7.0"
"MAÉVA","FILLE","2002","7.0"
"ROSE","FILLE","2002","7.0"
"VICTOIRE","FILLE","2002","7.0"
"VIOLETTE","FILLE","2002","7.0"
"ADÈLE","FILLE","2002","6.0"
"ANGÈLE","FILLE","2002","6.0"
"AUDREY","FILLE","2002","6.0"
"CHARLINE","FILLE","2002","6.0"
"CLAIRE","FILLE","2002","6.0"
"CYNTHIA","FILLE","2002","6.0"
"DOMITILLE","FILLE","2002","6.0"
"ELOÏSE","FILLE","2002","6.0"
"ENOLA","FILLE","2002","6.0"
"FAUSTINE","FILLE","2002","6.0"
"HÉLOÏSE","FILLE","2002","6.0"
"JESSICA","FILLE","2002","6.0"
"JOSÉPHINE","FILLE","2002","6.0"
"LAURINE","FILLE","2002","6.0"
"LOU-ANNE","FILLE","2002","6.0"
"SOPHIE","FILLE","2002","6.0"
"THOMAS","GARCON","2002","50.0"
"CLÉMENT","GARCON","2002","48.0"
"HUGO","GARCON","2002","48.0"
"LUCAS","GARCON","2002","48.0"
"ENZO","GARCON","2002","46.0"
"QUENTIN","GARCON","2002","45.0"
"ALEXANDRE","GARCON","2002","42.0"
"MATHIS","GARCON","2002","42.0"
"THÉO","GARCON","2002","41.0"
"LOUIS","GARCON","2002","40.0"
"MAXIME","GARCON","2002","38.0"
"ROMAIN","GARCON","2002","38.0"
"ANTOINE","GARCON","2002","35.0"
"LÉO","GARCON","2002","33.0"
"NATHAN","GARCON","2002","33.0"
"ALEXIS","GARCON","2002","32.0"
"BAPTISTE","GARCON","2002","32.0"
"PAUL","GARCON","2002","32.0"
"PIERRE","GARCON","2002","32.0"
"SIMON","GARCON","2002","32.0"
"VALENTIN","GARCON","2002","32.0"
"AXEL","GARCON","2002","31.0"
"NICOLAS","GARCON","2002","31.0"
"TOM","GARCON","2002","31.0"
"MAËL","GARCON","2002","30.0"
"CORENTIN","GARCON","2002","29.0"
"JULIEN","GARCON","2002","29.0"
"TITOUAN","GARCON","2002","27.0"
"ARTHUR","GARCON","2002","26.0"
"VICTOR","GARCON","2002","26.0"
"MATHÉO","GARCON","2002","25.0"
"MARTIN","GARCON","2002","20.0"
"MAXENCE","GARCON","2002","20.0"
"KILLIAN","GARCON","2002","19.0"
"ADRIEN","GARCON","2002","18.0"
"DYLAN","GARCON","2002","18.0"
"ERWAN","GARCON","2002","18.0"
"JULES","GARCON","2002","18.0"
"MATÉO","GARCON","2002","18.0"
"SAMUEL","GARCON","2002","18.0"
"BENJAMIN","GARCON","2002","16.0"
"FLORIAN","GARCON","2002","15.0"
"BASTIEN","GARCON","2002","14.0"
"GUILLAUME","GARCON","2002","14.0"
"JÉRÉMY","GARCON","2002","14.0"
"YANIS","GARCON","2002","14.0"
"EVAN","GARCON","2002","13.0"
"GABRIEL","GARCON","2002","13.0"
"MATTHIEU","GARCON","2002","13.0"
"NOÉ","GARCON","2002","13.0"
"ANTONIN","GARCON","2002","12.0"
"DORIAN","GARCON","2002","12.0"
"JORDAN","GARCON","2002","12.0"
"MATHIEU","GARCON","2002","12.0"
"MATTÉO","GARCON","2002","12.0"
"ALAN","GARCON","2002","11.0"
"LOGAN","GARCON","2002","11.0"
"ALEX","GARCON","2002","10.0"
"ANTHONY","GARCON","2002","10.0"
"DAMIEN","GARCON","2002","10.0"
"ETIENNE","GARCON","2002","10.0"
"LILIAN","GARCON","2002","10.0"
"VINCENT","GARCON","2002","10.0"
"EMILIEN","GARCON","2002","9.0"
"MATHYS","GARCON","2002","9.0"
"MEHDI","GARCON","2002","9.0"
"NOAH","GARCON","2002","9.0"
"RAPHAËL","GARCON","2002","9.0"
"WILLIAM","GARCON","2002","9.0"
"BRICE","GARCON","2002","8.0"
"DAVID","GARCON","2002","8.0"
"KEVIN","GARCON","2002","8.0"
"KILIAN","GARCON","2002","8.0"
"KYLIAN","GARCON","2002","8.0"
"MOHAMED","GARCON","2002","8.0"
"RYAN","GARCON","2002","8.0"
"STEVEN","GARCON","2002","8.0"
"THIBAULT","GARCON","2002","8.0"
"AURÉLIEN","GARCON","2002","7.0"
"AYMERIC","GARCON","2002","7.0"
"ESTEBAN","GARCON","2002","7.0"
"EWEN","GARCON","2002","7.0"
"GWENDAL","GARCON","2002","7.0"
"MALO","GARCON","2002","7.0"
"NOLAN","GARCON","2002","7.0"
"PABLO","GARCON","2002","7.0"
"ROBIN","GARCON","2002","7.0"
"SÉBASTIEN","GARCON","2002","7.0"
"TRISTAN","GARCON","2002","7.0"
"AMAURY","GARCON","2002","6.0"
"ARNAUD","GARCON","2002","6.0"
"AUGUSTIN","GARCON","2002","6.0"
"CAMILLE","GARCON","2002","6.0"
"EMILE","GARCON","2002","6.0"
"ERWANN","GARCON","2002","6.0"
"ESTÉBAN","GARCON","2002","6.0"
"FÉLIX","GARCON","2002","6.0"
"GABIN","GARCON","2002","6.0"
"JEAN","GARCON","2002","6.0"
"KÉVIN","GARCON","2002","6.0"
"LIAM","GARCON","2002","6.0"
"LORENZO","GARCON","2002","6.0"
"MARIUS","GARCON","2002","6.0"
"NELSON","GARCON","2002","6.0"
"TÉO","GARCON","2002","6.0"
"THIBAUT","GARCON","2002","6.0"
"UGO","GARCON","2002","6.0"
"LÉA","FILLE","2001","91.0"
"MANON","FILLE","2001","73.0"
"CHLOÉ","FILLE","2001","66.0"
"CAMILLE","FILLE","2001","63.0"
"EMMA","FILLE","2001","63.0"
"MARIE","FILLE","2001","49.0"
"MATHILDE","FILLE","2001","49.0"
"SARAH","FILLE","2001","46.0"
"OCÉANE","FILLE","2001","44.0"
"CLÉMENCE","FILLE","2001","42.0"
"MARINE","FILLE","2001","41.0"
"CLARA","FILLE","2001","39.0"
"LOUISE","FILLE","2001","35.0"
"JULIE","FILLE","2001","33.0"
"CHARLOTTE","FILLE","2001","32.0"
"LUCIE","FILLE","2001","32.0"
"PAULINE","FILLE","2001","32.0"
"JULIETTE","FILLE","2001","30.0"
"ANAÏS","FILLE","2001","29.0"
"JEANNE","FILLE","2001","29.0"
"INÈS","FILLE","2001","28.0"
"EVA","FILLE","2001","25.0"
"LAURA","FILLE","2001","24.0"
"MAËVA","FILLE","2001","24.0"
"ALICE","FILLE","2001","23.0"
"JUSTINE","FILLE","2001","23.0"
"LOLA","FILLE","2001","23.0"
"MORGANE","FILLE","2001","23.0"
"EMILIE","FILLE","2001","22.0"
"FLAVIE","FILLE","2001","22.0"
"ZOÉ","FILLE","2001","22.0"
"NOÉMIE","FILLE","2001","21.0"
"ELISE","FILLE","2001","20.0"
"MAËLLE","FILLE","2001","20.0"
"MARGAUX","FILLE","2001","20.0"
"MARION","FILLE","2001","20.0"
"AMANDINE","FILLE","2001","19.0"
"MARGOT","FILLE","2001","19.0"
"AUDREY","FILLE","2001","18.0"
"MÉLISSA","FILLE","2001","18.0"
"ADÈLE","FILLE","2001","17.0"
"LISA","FILLE","2001","17.0"
"ALICIA","FILLE","2001","16.0"
"AMBRE","FILLE","2001","16.0"
"AMÉLIE","FILLE","2001","16.0"
"JADE","FILLE","2001","16.0"
"MAËLYS","FILLE","2001","16.0"
"AXELLE","FILLE","2001","15.0"
"EMELINE","FILLE","2001","15.0"
"ROMANE","FILLE","2001","15.0"
"SALOMÉ","FILLE","2001","15.0"
"AGATHE","FILLE","2001","14.0"
"ALEXIA","FILLE","2001","14.0"
"ELOÏSE","FILLE","2001","14.0"
"ENORA","FILLE","2001","14.0"
"LAURIE","FILLE","2001","14.0"
"LÉNA","FILLE","2001","14.0"
"MÉLANIE","FILLE","2001","14.0"
"ANGÈLE","FILLE","2001","13.0"
"CLÉMENTINE","FILLE","2001","13.0"
"COLINE","FILLE","2001","13.0"
"LISE","FILLE","2001","13.0"
"NOLWENN","FILLE","2001","13.0"
"ANNA","FILLE","2001","12.0"
"CARLA","FILLE","2001","12.0"
"SOLÈNE","FILLE","2001","12.0"
"CLAIRE","FILLE","2001","11.0"
"ELISA","FILLE","2001","11.0"
"ELODIE","FILLE","2001","11.0"
"JULIA","FILLE","2001","11.0"
"LOU","FILLE","2001","11.0"
"VALENTINE","FILLE","2001","11.0"
"ALIX","FILLE","2001","10.0"
"CHARLÈNE","FILLE","2001","10.0"
"CONSTANCE","FILLE","2001","10.0"
"ELSA","FILLE","2001","10.0"
"LÉONIE","FILLE","2001","10.0"
"ORLANE","FILLE","2001","10.0"
"ALIZÉE","FILLE","2001","9.0"
"ANDRÉA","FILLE","2001","9.0"
"ASTRID","FILLE","2001","9.0"
"EUGÉNIE","FILLE","2001","9.0"
"MAÏLYS","FILLE","2001","9.0"
"MAUD","FILLE","2001","9.0"
"MÉLINA","FILLE","2001","9.0"
"NINA","FILLE","2001","9.0"
"ALEXANDRA","FILLE","2001","8.0"
"ANAËLLE","FILLE","2001","8.0"
"ANISSA","FILLE","2001","8.0"
"APOLLINE","FILLE","2001","8.0"
"LILOU","FILLE","2001","8.0"
"NORA","FILLE","2001","8.0"
"OPHÉLIE","FILLE","2001","8.0"
"ORIANE","FILLE","2001","8.0"
"TESS","FILLE","2001","8.0"
"BERTILLE","FILLE","2001","7.0"
"CASSANDRA","FILLE","2001","7.0"
